index	name	color
51	rh.7Networks_Vis_8	#7b128d
52	rh.7Networks_SomMot_1	#4982b3
53	rh.7Networks_SomMot_2	#4982b4
54	rh.7Networks_SomMot_3	#4982b6
55	rh.7Networks_SomMot_4	#4982b7
56	rh.7Networks_SomMot_5	#4982b8
57	rh.7Networks_SomMot_6	#4982b8
58	rh.7Networks_SomMot_7	#4982b9
59	rh.7Networks_SomMot_8	#4982ba
60	rh.7Networks_DorsAttn_Post_1	#04770e
61	rh.7Networks_DorsAttn_Post_2	#047710
62	rh.7Networks_DorsAttn_Post_3	#047711
63	rh.7Networks_DorsAttn_Post_4	#047712
64	rh.7Networks_DorsAttn_Post_5	#047713
65	rh.7Networks_DorsAttn_PrCv_1	#05760f
66	rh.7Networks_DorsAttn_FEF_1	#057610
67	rh.7Networks_SalVentAttn_TempOccPar_1	#c839fb
68	rh.7Networks_SalVentAttn_TempOccPar_2	#c839fc
69	rh.7Networks_SalVentAttn_FrOperIns_1	#c83afb
70	rh.7Networks_SalVentAttn_Med_1	#c739f9
71	rh.7Networks_SalVentAttn_Med_2	#c739fa
72	rh.7Networks_Limbic_OFC_1	#dff8a4
73	rh.7Networks_Limbic_TempPole_1	#dff8a6
74	rh.7Networks_Cont_Par_1	#ea9222
75	rh.7Networks_Cont_Par_2	#ea9223
76	rh.7Networks_Cont_PFCl_1	#e99321
77	rh.7Networks_Cont_PFCl_2	#e99322
78	rh.7Networks_Cont_PFCl_3	#e99323
79	rh.7Networks_Cont_PFCl_4	#e99324
80	rh.7Networks_Cont_Cing_1	#ea9324
81	rh.7Networks_Cont_PFCmp_1	#ea9325
82	rh.7Networks_Cont_pCun_1	#ea9327
83	rh.7Networks_Default_Par_1	#d13d4e
84	rh.7Networks_Default_Temp_1	#d13c4f
85	rh.7Networks_Default_Temp_2	#d13c50
86	rh.7Networks_Default_Temp_3	#d13c51
87	rh.7Networks_Default_PFCv_1	#d13c4e
88	rh.7Networks_Default_PFCv_2	#d13c52
89	rh.7Networks_Default_PFCdPFCm_1	#d03d4f
90	rh.7Networks_Default_PFCdPFCm_2	#d03d50
91	rh.7Networks_Default_PFCdPFCm_3	#d03d51
92	rh.7Networks_Default_pCunPCC_1	#d03d4e
93	rh.7Networks_Default_pCunPCC_2	#d03d52
94	lh.7Networks_Vis_1	#781283
95	lh.7Networks_Vis_2	#781284
96	lh.7Networks_Vis_3	#781285
97	lh.7Networks_Vis_4	#781286
98	lh.7Networks_Vis_5	#781287
99	lh.7Networks_Vis_6	#781288
100	lh.7Networks_Vis_7	#781289
101	lh.7Networks_Vis_8	#78128a
102	lh.7Networks_Vis_9	#78128b
103	lh.7Networks_SomMot_1	#4682b3
104	lh.7Networks_SomMot_2	#4682b5
105	lh.7Networks_SomMot_3	#4682b6
106	lh.7Networks_SomMot_4	#4682b7
107	lh.7Networks_SomMot_5	#4682b8
108	lh.7Networks_SomMot_6	#4682b8
109	lh.7Networks_DorsAttn_Post_1	#00760d
110	lh.7Networks_DorsAttn_Post_2	#00760f
111	lh.7Networks_DorsAttn_Post_3	#007610
112	lh.7Networks_DorsAttn_Post_4	#007611
113	lh.7Networks_DorsAttn_Post_5	#007612
114	lh.7Networks_DorsAttn_Post_6	#007613
115	lh.7Networks_DorsAttn_PrCv_1	#007613
116	lh.7Networks_DorsAttn_FEF_1	#007614
117	lh.7Networks_SalVentAttn_ParOper_1	#c439fa
118	lh.7Networks_SalVentAttn_FrOperIns_1	#c43afa
119	lh.7Networks_SalVentAttn_FrOperIns_2	#c43afb
120	lh.7Networks_SalVentAttn_PFCl_1	#c43afc
121	lh.7Networks_SalVentAttn_Med_1	#c539fa
122	lh.7Networks_SalVentAttn_Med_2	#c539fb
123	lh.7Networks_SalVentAttn_Med_3	#c539fc
124	lh.7Networks_Limbic_OFC_1	#dcf8a4
125	lh.7Networks_Limbic_TempPole_1	#dcf8a6
126	lh.7Networks_Limbic_TempPole_2	#dcf8a7
127	lh.7Networks_Cont_Par_1	#e69322
128	lh.7Networks_Cont_PFCl_1	#e69423
129	lh.7Networks_Cont_pCun_1	#e79422
130	lh.7Networks_Cont_Cing_1	#e79423
131	lh.7Networks_Default_Temp_1	#cd3d50
132	lh.7Networks_Default_Temp_2	#cd3d51
133	lh.7Networks_Default_Par_1	#cd3d52
134	lh.7Networks_Default_Par_2	#cd3d52
135	lh.7Networks_Default_PFC_1	#cd3e4b
136	lh.7Networks_Default_PFC_2	#cd3e4d
137	lh.7Networks_Default_PFC_3	#cd3e4f
138	lh.7Networks_Default_PFC_4	#cd3e50
139	lh.7Networks_Default_PFC_5	#cd3e51
140	lh.7Networks_Default_PFC_6	#cd3e52
141	lh.7Networks_Default_PFC_7	#cd3e52
142	lh.7Networks_Default_pCunPCC_1	#cd3e53
143	lh.7Networks_Default_pCunPCC_2	#cd3e54
