index	name	color
51	rh.entorhinal_1	#dc1308
52	rh.fusiform_1	#b4dc8a
53	rh.fusiform_2	#b4c28a
54	rh.fusiform_3	#b4c38a
55	rh.fusiform_4	#b4c48a
56	rh.inferiorparietal_1	#dc3adc
57	rh.inferiorparietal_2	#d23adc
58	rh.inferiorparietal_3	#d33adc
59	rh.inferiorparietal_4	#d43adc
60	rh.inferiorparietal_5	#d53adc
61	rh.inferiorparietal_6	#d63adc
62	rh.inferiortemporal_1	#b42878
63	rh.inferiortemporal_2	#a02878
64	rh.inferiortemporal_3	#a12878
65	rh.inferiortemporal_4	#a22878
66	rh.isthmuscingulate_1	#8a138a
67	rh.lateraloccipital_1	#131e8a
68	rh.lateraloccipital_2	#131e7d
69	rh.lateraloccipital_3	#131e80
70	rh.lateraloccipital_4	#131e81
71	rh.lateraloccipital_5	#131e82
72	rh.lateralorbitofrontal_1	#214930
73	rh.lateralorbitofrontal_2	#214630
74	rh.lateralorbitofrontal_3	#214730
75	rh.lateralorbitofrontal_4	#214830
76	rh.lingual_1	#df8a8a
77	rh.lingual_2	#e18a8a
78	rh.lingual_3	#e28a8a
79	rh.medialorbitofrontal_1	#c62149
80	rh.medialorbitofrontal_2	#b62149
81	rh.medialorbitofrontal_3	#b72149
82	rh.middletemporal_1	#9f6230
83	rh.middletemporal_2	#966230
84	rh.middletemporal_3	#996230
85	rh.middletemporal_4	#9a6230
86	rh.parahippocampal_1	#13dc3a
87	rh.paracentral_1	#3adc3a
88	rh.paracentral_2	#3ac63a
89	rh.paracentral_3	#3ac73a
90	rh.parsopercularis_1	#dcb48a
91	rh.parsopercularis_2	#c8b48a
92	rh.parsorbitalis_1	#136230
93	rh.parstriangularis_1	#dc3a13
94	rh.parstriangularis_2	#d23a13
95	rh.pericalcarine_1	#78623a
96	rh.pericalcarine_2	#66623a
97	rh.postcentral_1	#dc1313
98	rh.postcentral_2	#db1313
99	rh.postcentral_3	#dd1313
100	rh.postcentral_4	#de1313
101	rh.postcentral_5	#df1313
102	rh.posteriorcingulate_1	#dcb4dc
103	rh.posteriorcingulate_2	#dcb4c8
104	rh.precentral_1	#3a13dc
105	rh.precentral_2	#3a13d2
106	rh.precentral_3	#3a13d2
107	rh.precentral_4	#3a13d3
108	rh.precentral_5	#3a13d4
109	rh.precentral_6	#3a13d5
110	rh.precuneus_1	#9f8ab4
111	rh.precuneus_2	#9f8aa0
112	rh.precuneus_3	#9f8aa1
113	rh.precuneus_4	#9f8aa2
114	rh.precuneus_5	#9f8aa3
115	rh.rostralanteriorcingulate_1	#50138a
116	rh.rostralmiddlefrontal_1	#49307b
117	rh.rostralmiddlefrontal_2	#493079
118	rh.rostralmiddlefrontal_3	#493079
119	rh.rostralmiddlefrontal_4	#49307a
120	rh.rostralmiddlefrontal_5	#49307c
121	rh.rostralmiddlefrontal_6	#46307b
122	rh.superiorfrontal_1	#13dc9f
123	rh.superiorfrontal_2	#13c29f
124	rh.superiorfrontal_3	#13c39f
125	rh.superiorfrontal_4	#13c49f
126	rh.superiorfrontal_5	#13c59f
127	rh.superiorfrontal_6	#13c59f
128	rh.superiorfrontal_7	#13c59f
129	rh.superiorfrontal_8	#13c69f
130	rh.superiorparietal_1	#13b48a
131	rh.superiorparietal_2	#13a08a
132	rh.superiorparietal_3	#13a18a
133	rh.superiorparietal_4	#13a28a
134	rh.superiorparietal_5	#13a38a
135	rh.superiorparietal_6	#13a68a
136	rh.superiorparietal_7	#13a78a
137	rh.superiortemporal_1	#8adcdc
138	rh.superiortemporal_2	#8adcc8
139	rh.superiortemporal_3	#8adcc9
140	rh.superiortemporal_4	#8adccc
141	rh.superiortemporal_5	#8adccd
142	rh.supramarginal_1	#509f13
143	rh.supramarginal_2	#509613
144	rh.supramarginal_3	#509913
145	rh.supramarginal_4	#509a13
146	rh.frontalpole_1	#620062
147	rh.temporalpole_1	#464646
148	rh.transversetemporal_1	#9494c6
149	rh.insula_1	#ffc01f
150	rh.insula_2	#e1c01f
151	rh.insula_3	#e2c01f
152	lh.bankssts_1	#176228
153	lh.bankssts_2	#174d28
154	lh.caudalanteriorcingulate_1	#7b629f
155	lh.caudalmiddlefrontal_1	#621700
156	lh.caudalmiddlefrontal_2	#521700
157	lh.caudalmiddlefrontal_3	#521700
158	lh.cuneus_1	#dc1362
159	lh.entorhinal_1	#dc1308
160	lh.fusiform_1	#b4dc8a
161	lh.fusiform_2	#b4c28a
162	lh.fusiform_3	#b4c38a
163	lh.fusiform_4	#b4c48a
164	lh.inferiorparietal_1	#dc3adc
165	lh.inferiorparietal_2	#d23adc
166	lh.inferiorparietal_3	#d33adc
167	lh.inferiorparietal_4	#d43adc
168	lh.inferiorparietal_5	#d53adc
169	lh.inferiortemporal_1	#b42878
170	lh.inferiortemporal_2	#a02878
171	lh.inferiortemporal_3	#a12878
172	lh.inferiortemporal_4	#a22878
173	lh.isthmuscingulate_1	#8a138a
174	lh.lateraloccipital_1	#131e8a
175	lh.lateraloccipital_2	#131e7d
176	lh.lateraloccipital_3	#131e80
177	lh.lateraloccipital_4	#131e81
178	lh.lateraloccipital_5	#131e82
179	lh.lateralorbitofrontal_1	#214930
180	lh.lateralorbitofrontal_2	#214630
181	lh.lateralorbitofrontal_3	#214730
182	lh.lateralorbitofrontal_4	#214830
183	lh.lingual_1	#df8a8a
184	lh.lingual_2	#e18a8a
185	lh.lingual_3	#e28a8a
186	lh.lingual_4	#e38a8a
187	lh.medialorbitofrontal_1	#c62149
188	lh.medialorbitofrontal_2	#b62149
189	lh.middletemporal_1	#9f6230
190	lh.middletemporal_2	#966230
191	lh.middletemporal_3	#996230
192	lh.middletemporal_4	#9a6230
193	lh.parahippocampal_1	#13dc3a
194	lh.paracentral_1	#3adc3a
195	lh.paracentral_2	#3ac63a
196	lh.parsopercularis_1	#dcb48a
197	lh.parsopercularis_2	#c8b48a
198	lh.parsorbitalis_1	#136230
199	lh.parstriangularis_1	#dc3a13
200	lh.pericalcarine_1	#78623a
201	lh.postcentral_1	#dc1313
202	lh.postcentral_2	#db1313
203	lh.postcentral_3	#dd1313
204	lh.postcentral_4	#de1313
205	lh.postcentral_5	#df1313
206	lh.postcentral_6	#df1313
207	lh.postcentral_7	#dc0613
208	lh.posteriorcingulate_1	#dcb4dc
209	lh.posteriorcingulate_2	#dcb4c8
210	lh.precentral_1	#3a13dc
211	lh.precentral_2	#3a13d2
212	lh.precentral_3	#3a13d2
213	lh.precentral_4	#3a13d3
214	lh.precentral_5	#3a13d4
215	lh.precentral_6	#3a13d5
216	lh.precentral_7	#3a13d6
217	lh.precentral_8	#3a13d9
218	lh.precuneus_1	#9f8ab4
219	lh.precuneus_2	#9f8aa0
220	lh.precuneus_3	#9f8aa1
221	lh.precuneus_4	#9f8aa2
222	lh.precuneus_5	#9f8aa3
223	lh.rostralanteriorcingulate_1	#50138a
224	lh.rostralmiddlefrontal_1	#49307b
225	lh.rostralmiddlefrontal_2	#493079
226	lh.rostralmiddlefrontal_3	#493079
227	lh.rostralmiddlefrontal_4	#49307a
228	lh.rostralmiddlefrontal_5	#49307c
229	lh.rostralmiddlefrontal_6	#46307b
230	lh.superiorfrontal_1	#13dc9f
231	lh.superiorfrontal_2	#13c29f
232	lh.superiorfrontal_3	#13c39f
233	lh.superiorfrontal_4	#13c49f
234	lh.superiorfrontal_5	#13c59f
235	lh.superiorfrontal_6	#13c59f
236	lh.superiorfrontal_7	#13c59f
237	lh.superiorfrontal_8	#13c69f
238	lh.superiorfrontal_9	#13c79f
239	lh.superiorparietal_1	#13b48a
240	lh.superiorparietal_2	#13a08a
241	lh.superiorparietal_3	#13a18a
242	lh.superiorparietal_4	#13a28a
243	lh.superiorparietal_5	#13a38a
244	lh.superiorparietal_6	#13a68a
245	lh.superiorparietal_7	#13a78a
246	lh.superiortemporal_1	#8adcdc
247	lh.superiortemporal_2	#8adcc8
248	lh.superiortemporal_3	#8adcc9
249	lh.superiortemporal_4	#8adccc
250	lh.superiortemporal_5	#8adccd
251	lh.supramarginal_1	#509f13
252	lh.supramarginal_2	#509613
253	lh.supramarginal_3	#509913
254	lh.supramarginal_4	#509a13
255	lh.supramarginal_5	#509b13
256	lh.frontalpole_1	#620062
257	lh.temporalpole_1	#464646
258	lh.transversetemporal_1	#9494c6
259	lh.insula_1	#ffc01f
260	lh.insula_2	#e1c01f
261	lh.insula_3	#e2c01f
262	lh.insula_4	#e3c01f
